id,gender,masterCategory,subCategory,articleType,baseColour,season,usage
45408,Women,Footwear,Shoes,Flats,Beige,Winter,Casual
15378,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports
58185,Women,Accessories,Bags,Handbags,Purple,Summer,Casual
40946,Girls,Apparel,Topwear,Tops,Navy Blue,Summer,Casual
21971,Women,Accessories,Bags,Handbags,Green,Winter,Casual
33488,Men,Apparel,Topwear,Shirts,Purple,Summer,Casual
52679,Women,Accessories,Watches,Watches,Bronze,Winter,Casual
59291,Men,Accessories,Watches,Watches,Grey,Winter,Casual
20259,Men,Apparel,Topwear,Tshirts,White,Fall,Casual
39374,Women,Accessories,Watches,Watches,Green,Winter,Casual
15982,Men,Apparel,Topwear,Shirts,Grey,Fall,Casual
14850,Men,Accessories,Wallets,Wallets,Black,Summer,Casual
28808,Men,Apparel,Topwear,Shirts,Black,Summer,Casual
43539,Women,Apparel,Topwear,Tops,White,Summer,Casual
13249,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Casual
19773,Women,Apparel,Bottomwear,Stockings,Grey,Fall,Casual
46877,Men,Accessories,Socks,Socks,Beige,Summer,Casual
31119,Girls,Apparel,Topwear,Tops,Purple,Summer,Casual
8324,Boys,Apparel,Topwear,Tshirts,White,Fall,Casual
28034,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,Casual
47199,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,Formal
27840,Men,Accessories,Belts,Belts,Red,Summer,Casual
26992,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual
31925,Women,Accessories,Bags,Handbags,Red,Summer,Casual
18493,Men,Footwear,Sandal,Sandals,Multi,Fall,Casual
8116,Men,Accessories,Watches,Watches,Navy Blue,Winter,Casual
7962,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports
19541,Men,Accessories,Gloves,Gloves,Black,Fall,Casual
13847,Women,Apparel,Topwear,Tops,White,Fall,Casual
16509,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual
12995,Boys,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual
46279,Women,Apparel,Topwear,Tunics,Blue,Summer,Casual
53599,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,Sports
58171,Women,Accessories,Bags,Handbags,Grey,Fall,Casual
5609,Men,Footwear,Sandal,Sports Sandals,Navy Blue,Spring,Casual
21985,Women,Accessories,Bags,Handbags,Brown,Winter,Casual
39146,Women,Apparel,Apparel Set,Kurta Sets,Purple,Fall,Ethnic
57139,Women,Apparel,Bottomwear,Trousers,Black,Summer,Casual
16951,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual
49655,Women,Apparel,Bottomwear,Skirts,Pink,Summer,Casual
19125,Women,Footwear,Flip Flops,Flip Flops,Blue,Fall,Casual
48787,Women,Accessories,Jewellery,Pendant,Silver,Summer,Casual
17883,Men,Apparel,Innerwear,Innerwear Vests,Navy Blue,Summer,Casual
2048,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports
22358,Men,Apparel,Topwear,Shirts,Beige,Fall,Casual
28662,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual
50778,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,Casual
2874,Women,Footwear,Shoes,Heels,Black,Winter,Casual
33824,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,Sports
58515,Women,Apparel,Topwear,Tops,White,Summer,Casual
25941,Women,Accessories,Scarves,Scarves,Yellow,Summer,Casual
45098,Women,Apparel,Innerwear,Briefs,Pink,Summer,Casual
33018,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic
44976,Men,Accessories,Watches,Watches,Black,Winter,Casual
11348,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual
41438,Men,Footwear,Shoes,Sports Shoes,White,Fall,Casual
52813,Men,Accessories,Wallets,Wallets,Brown,Summer,Casual
39522,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,Casual
44378,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,Casual
58727,Women,Apparel,Topwear,Tshirts,Purple,Summer,Casual
14408,Women,Footwear,Shoes,Heels,Beige,Summer,Casual
11946,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual
36758,Women,Accessories,Watches,Watches,Grey,Winter,Casual
5863,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual
39710,Unisex,Accessories,Watches,Watches,Blue,Winter,Casual
19317,Unisex,Accessories,Bags,Backpacks,Black,Spring,Casual
8740,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual
23884,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports
9692,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual
27418,Women,Apparel,Bottomwear,Capris,Red,Winter,Casual
34833,Women,Footwear,Shoes,Flats,Green,Summer,Casual
7708,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual
55804,Women,Apparel,Loungewear and Nightwear,Night suits,Multi,Summer,Casual
51498,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual
29582,Women,Footwear,Shoes,Flats,Black,Summer,Casual
28450,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,Casual
4710,Unisex,Accessories,Watches,Watches,Black,Winter,Sports
15347,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports
52480,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Blue,Winter,Casual
59068,Women,Apparel,Innerwear,Bra,Blue,Summer,Casual
21172,Women,Apparel,Topwear,Tunics,Blue,Fall,Casual
40979,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual
38863,Women,Apparel,Topwear,Tops,Blue,Summer,Casual
14295,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual
56020,Women,Personal Care,Lips,Lipstick,Purple,Spring,Casual
32565,Women,Apparel,Topwear,Tops,Blue,Summer,Casual
40145,Girls,Apparel,Bottomwear,Capris,Pink,Summer,Casual
58986,Women,Personal Care,Fragrance,Deodorant,Magenta,Spring,Casual
24400,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic
10635,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual
18458,Men,Personal Care,Fragrance,Deodorant,White,Spring,Casual
27285,Women,Apparel,Topwear,Kurtas,Brown,Fall,Ethnic
48328,Women,Accessories,Bags,Handbags,Pink,Summer,Casual
42612,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,Casual
3535,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual
26357,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual
12162,Women,Apparel,Bottomwear,Leggings,Green,Fall,Ethnic
47360,Women,Accessories,Bags,Handbags,Green,Summer,Casual
9833,Women,Apparel,Topwear,Tshirts,Green,Fall,Casual
17410,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports
23625,Girls,Apparel,Topwear,Tops,Pink,Fall,Casual
51205,Women,Apparel,Innerwear,Bra,Skin,Summer,Casual
7195,Women,Apparel,Topwear,Tops,White,Fall,Casual
30000,Women,Accessories,Watches,Watches,Silver,Winter,Casual
13282,Women,Apparel,Bottomwear,Capris,Black,Fall,Casual
54545,Women,Accessories,Bags,Handbags,Orange,Summer,Casual
55497,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,Casual
12350,Men,Apparel,Topwear,Shirts,Pink,Fall,Formal
29911,Men,Accessories,Watches,Watches,Black,Winter,Casual
3707,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual
6275,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual
26959,Women,Apparel,Topwear,Shirts,Pink,Summer,Casual
46080,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,Sports
51037,Women,Apparel,Innerwear,Briefs,White,Summer,Casual
21340,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,Casual
4522,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,Sports
45605,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal
37225,Men,Accessories,Bags,Duffel Bag,Olive,Summer,Casual
53760,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual
15949,Men,Accessories,Ties,Ties,Black,Fall,Formal
32757,Men,Footwear,Shoes,Casual Shoes,Multi,Fall,Casual
56212,Women,Accessories,Jewellery,Pendant,Gold,Winter,Casual
24632,Unisex,Footwear,Flip Flops,Flip Flops,Red,Fall,Casual
10407,Men,Apparel,Topwear,Shirts,Grey,Fall,Formal
33685,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal
12734,Women,Accessories,Bags,Handbags,Black,Fall,Sports
42044,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual
3363,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual
9659,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual
30464,Women,Apparel,Innerwear,Bra,White,Summer,Casual
43196,Women,Accessories,Watches,Watches,White,Winter,Casual
54121,Women,Footwear,Shoes,Heels,Black,Winter,Casual
35116,Women,Accessories,Jewellery,Necklace and Chains,Black,Summer,Casual
16394,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual
51453,Women,Apparel,Topwear,Tops,Multi,Summer,Casual
50581,Men,Apparel,Innerwear,Briefs,Grey Melange,Winter,Casual
17246,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual
23073,Men,Apparel,Bottomwear,Trousers,Grey,Winter,Formal
6611,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,Casual
47536,Women,Footwear,Shoes,Flats,Black,Winter,Casual
5094,Men,Apparel,Topwear,Tshirts,Brown,Summer,Casual
15511,Women,Footwear,Shoes,Heels,Pink,Fall,Casual
21724,Women,Footwear,Shoes,Heels,Brown,Winter,Casual
36793,Men,Accessories,Watches,Watches,Off White,Winter,Casual
4146,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports
45261,Men,Accessories,Watches,Watches,Red,Winter,Casual
24256,Men,Footwear,Shoes,Casual Shoes,Green,Summer,Casual
10063,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual
38609,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual
32333,Men,Accessories,Watches,Watches,Black,Winter,Sports
56676,Men,Accessories,Watches,Watches,White,Winter,Casual
25384,Men,Apparel,Innerwear,Briefs,Blue,Summer,Casual
53136,Women,Footwear,Shoes,Heels,Black,Winter,Casual
44181,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,Casual
24858,Men,Apparel,Topwear,Shirts,White,Summer,Formal
37473,Men,Accessories,Watches,Watches,Black,Winter,Casual
4374,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual
15723,Women,Footwear,Shoes,Sports Shoes,White,Spring,Sports
40521,Men,Accessories,Watches,Watches,Cream,Winter,Casual
57596,Women,Personal Care,Lips,Lipstick,Rose,Spring,Casual
56444,Women,Personal Care,Nails,Nail Polish,Red,Spring,Casual
11383,Women,Apparel,Topwear,Tops,Black,Fall,Casual
42276,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,Casual
3151,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,Sports
31784,Women,Apparel,Topwear,Tops,Red,Summer,Casual
26733,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,Casual
12506,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual
17848,Women,Apparel,Topwear,Tshirts,White,Fall,Casual
22393,Women,Apparel,Topwear,Tshirts,Grey,Fall,Casual
51661,Men,Accessories,Watches,Watches,Black,Winter,Casual
35324,Women,Accessories,Jewellery,Earrings,Silver,Winter,Ethnic
18800,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,Casual
6423,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual
17074,Women,Accessories,Belts,Belts,Brown,Winter,Casual
23241,Women,Apparel,Topwear,Kurtis,Blue,Fall,Ethnic
19328,Men,Apparel,Topwear,Sweatshirts,Maroon,Fall,Casual
22969,Unisex,Accessories,Bags,Backpacks,Black,Summer,Casual
3397,Women,Accessories,Bags,Handbags,Green,Winter,Casual
2245,Women,Apparel,Topwear,Tshirts,White,Fall,Sports
43162,Women,Accessories,Watches,Watches,Silver,Winter,Casual
27427,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Purple,Winter,Casual
46410,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual
7737,Unisex,Accessories,Headwear,Caps,Black,Fall,Sports
16360,Men,Apparel,Topwear,Shirts,Purple,Fall,Formal
50575,Men,Apparel,Innerwear,Trunk,Grey Melange,Summer,Casual
34030,Boys,Apparel,Topwear,Shirts,Blue,Summer,Casual
20602,Women,Accessories,Bags,Handbags,Red,Winter,Casual
58718,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic
14437,Women,Footwear,Shoes,Heels,Silver,Summer,Casual
52222,Women,Accessories,Jewellery,Pendant,Black,Summer,Casual
11979,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual
36767,Men,Accessories,Watches,Watches,Green,Winter,Casual
45295,Women,Accessories,Watches,Watches,Silver,Winter,Casual
57750,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,Casual
10097,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports
33215,Women,Apparel,Topwear,Tops,Off White,Summer,Casual
11145,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual
56682,Men,Accessories,Watches,Watches,White,Winter,Casual
25370,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,Casual
14605,Men,Accessories,Socks,Socks,Blue,Summer,Casual
44175,Women,Personal Care,Fragrance,Fragrance Gift Set,White,Spring,Casual
5252,Unisex,Accessories,Bags,Backpacks,Red,Summer,Casual
4380,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual
33027,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic
44949,Men,Personal Care,Fragrance,Deodorant,Black,Spring,Casual
24090,Men,Apparel,Topwear,Sweatshirts,Red,Fall,Casual
57562,Women,Personal Care,Lips,Lipstick,Pink,Spring,Casual
11377,Men,Apparel,Topwear,Shirts,Pink,Fall,Formal
25142,Women,Accessories,Bags,Clutches,Red,Winter,Casual
41407,Women,Apparel,Topwear,Tops,Blue,Summer,Casual
55235,Women,Personal Care,Makeup,Foundation and Primer,Peach,Summer,Casual
13420,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual
43350,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports
22367,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual
51695,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,Casual
16152,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,Formal
46622,Women,Footwear,Shoes,Heels,Multi,Summer,Casual
7505,Men,Apparel,Topwear,Tshirts,White,Summer,Sports
19926,Men,Accessories,Accessories,Accessory Gift Set,Black,Fall,Formal
34202,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Casual
17080,Women,Accessories,Wallets,Wallets,Blue,Winter,Casual
50747,Men,Footwear,Shoes,Casual Shoes,Mushroom Brown,Winter,Casual
36131,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,Casual
39945,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,Casual
52474,Women,Apparel,Loungewear and Nightwear,Bath Robe,Blue,Winter,Casual
21186,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,Casual
20054,Women,Accessories,Mufflers,Mufflers,Black,Fall,Casual
44511,Men,Footwear,Sandal,Sandals,Black,Summer,Casual
11713,Women,Apparel,Topwear,Tunics,Green,Summer,Casual
25526,Women,Apparel,Topwear,Tops,Red,Summer,Casual
32591,Women,Apparel,Bottomwear,Skirts,Pink,Summer,Casual
39179,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic
20868,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual
58972,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,Casual
33443,Women,Accessories,Bags,Handbags,Brown,Summer,Casual
57106,Women,Apparel,Topwear,Tops,White,Summer,Casual
13044,Women,Footwear,Shoes,Heels,Black,Winter,Casual
27271,Women,Apparel,Topwear,Tunics,Red,Fall,Ethnic
43734,Women,Accessories,Jewellery,Bangle,Gold,Summer,Casual
31314,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic
8129,Men,Accessories,Belts,Belts,Brown,Winter,Casual
12196,Men,Apparel,Topwear,Tshirts,White,Fall,Casual
55651,Women,Footwear,Shoes,Heels,Blue,Winter,Casual
13878,Men,Apparel,Topwear,Shirts,Red,Fall,Casual
47394,Women,Accessories,Bags,Handbags,Olive,Summer,Casual
50323,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic
28239,Men,Personal Care,Fragrance,Deodorant,Green,Spring,Casual
22703,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,Casual
16536,Women,Accessories,Headwear,Caps,Red,Fall,Casual
46246,Women,Apparel,Topwear,Tunics,Green,Summer,Casual
2621,Men,Apparel,Topwear,Tshirts,Blue,Fall,Sports
43506,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual
55463,Women,Personal Care,Lips,Lipstick,Maroon,Spring,Casual
31126,Girls,Apparel,Dress,Dresses,White,Summer,Casual
34454,Women,Footwear,Shoes,Flats,Brown,Winter,Casual
46074,Men,Accessories,Belts,Belts,Brown,Summer,Casual
7353,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual
35586,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual
16704,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual
36303,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual
44723,Women,Footwear,Flip Flops,Flip Flops,White,Summer,Casual
5404,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports
20266,Women,Footwear,Shoes,Heels,White,Winter,Casual
14053,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual
53794,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual
41251,Men,Accessories,Belts,Belts,Black,Summer,Formal
11521,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual
25714,Unisex,Accessories,Headwear,Caps,Black,Spring,Casual
57334,Women,Apparel,Innerwear,Bra,Grey,Winter,Casual
40383,Women,Apparel,Topwear,Tops,Pink,Summer,Casual
38299,Men,Accessories,Wallets,Wallets,Brown,Summer,Casual
58720,Men,Apparel,Topwear,Tshirts,White,Summer,Casual
11941,Men,Footwear,Sandal,Sandals,Tan,Fall,Casual
5864,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Winter,Casual
25348,Men,Apparel,Innerwear,Briefs,Green,Summer,Casual
39717,Women,Apparel,Topwear,Tops,Red,Summer,Casual
49460,Unisex,Footwear,Shoes,Casual Shoes,Purple,Summer,Casual
42088,Men,Footwear,Shoes,Sports Shoes,Brown,Summer,Sports
19310,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports
34834,Women,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,Sports
9695,Men,Apparel,Topwear,Tshirts,White,Fall,Casual
16358,Men,Apparel,Topwear,Shirts,White,Fall,Formal
46428,Men,Accessories,Watches,Watches,Black,Winter,Casual
55803,Women,Apparel,Loungewear and Nightwear,Night suits,Purple,Summer,Casual
34008,Girls,Apparel,Topwear,Tops,Pink,Summer,Casual
28457,Women,Apparel,Bottomwear,Capris,Black,Summer,Sports
43966,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,Casual
19122,Men,Footwear,Flip Flops,Flip Flops,White,Fall,Casual
49652,Women,Apparel,Topwear,Tops,Blue,Summer,Casual
16956,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual
43368,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,Casual
13418,Men,Apparel,Topwear,Shirts,White,Summer,Casual
20408,Women,Accessories,Belts,Belts,Green,Winter,Casual
58512,Women,Apparel,Topwear,Tops,Cream,Summer,Casual
33823,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,Sports
25946,Women,Accessories,Scarves,Scarves,Brown,Summer,Casual
44971,Men,Accessories,Watches,Watches,Black,Winter,Casual
39525,Unisex,Accessories,Bags,Laptop Bag,Black,Fall,Casual
52814,Men,Accessories,Wallets,Wallets,Black,Summer,Casual
56488,Women,Personal Care,Nails,Nail Polish,White,Spring,Casual
18494,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports
7965,Men,Apparel,Topwear,Tshirts,Green,Fall,Sports
19546,Women,Apparel,Topwear,Sweatshirts,Black,Fall,Casual
49236,Men,Accessories,Headwear,Caps,Cream,Fall,Casual
8111,Men,Accessories,Belts,Belts,Blue,Winter,Casual
28201,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,Casual
13840,Unisex,Accessories,Watches,Watches,Black,Winter,Casual
12992,Unisex,Footwear,Shoes,Sports Shoes,Silver,Fall,Sports
41867,Men,Footwear,Sandal,Sandals,Red,Summer,Casual
44529,Men,Footwear,Sandal,Sandals,Black,Winter,Casual
58176,Women,Accessories,Bags,Handbags,Green,Fall,Casual
39141,Women,Apparel,Apparel Set,Kurta Sets,Magenta,Summer,Ethnic
59898,Women,Apparel,Topwear,Tops,Black,Fall,Casual
21982,Women,Accessories,Bags,Clutches,Gold,Winter,Casual
36935,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,Casual
20850,Women,Accessories,Bags,Clutches,Green,Winter,Casual
59296,Men,Apparel,Topwear,Shirts,White,Fall,Casual
11519,Women,Footwear,Shoes,Heels,Brown,Winter,Casual
15985,Men,Apparel,Topwear,Shirts,Green,Fall,Casual
41269,Men,Accessories,Wallets,Wallets,Brown,Summer,Casual
14857,Women,Accessories,Wallets,Wallets,Olive,Summer,Casual
33649,Men,Footwear,Sandal,Sandals,Black,Summer,Casual
54589,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic
2619,Men,Apparel,Topwear,Tshirts,White,Fall,Sports
8323,Boys,Apparel,Topwear,Tshirts,White,Fall,Casual
46870,Men,Accessories,Socks,Socks,Purple,Summer,Casual
27847,Women,Apparel,Topwear,Tshirts,Off White,Summer,Casual
28033,Men,Apparel,Innerwear,Briefs,Black,Summer,Casual
49838,Women,Footwear,Flip Flops,Flip Flops,Black,Winter,Casual
31922,Women,Accessories,Bags,Handbags,Black,Summer,Casual
26995,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual
9037,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal
18460,Women,Personal Care,Fragrance,Deodorant,White,Spring,Casual
13088,Men,Apparel,Topwear,Tshirts,Red,Fall,Sports
6843,Unisex,Accessories,Shoe Accessories,Shoe Accessories,Black,Summer,Casual
17428,Men,Accessories,Watches,Watches,Black,Summer,Casual
47358,Women,Accessories,Wallets,Wallets,Olive,Fall,Casual
12966,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports
39989,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,Casual
59050,Women,Footwear,Shoes,Heels,Red,Winter,Casual
4728,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual
20098,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic
40941,Girls,Apparel,Topwear,Tops,Pink,Summer,Casual
58182,Women,Accessories,Bags,Handbags,Yellow,Summer,Casual
21976,Women,Accessories,Bags,Handbags,Red,Winter,Casual
56018,Women,Personal Care,Lips,Lipstick,Pink,Spring,Casual
37813,Men,Apparel,Topwear,Shirts,Black,Summer,Casual
59262,Women,Accessories,Watches,Watches,Silver,Winter,Casual
1854,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual
39387,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual
15971,Men,Apparel,Topwear,Shirts,Green,Fall,Casual
47956,Women,Accessories,Bags,Handbags,Pink,Summer,Casual
9205,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual
30038,Men,Accessories,Watches,Watches,White,Winter,Casual
48122,Women,Accessories,Belts,Belts,Brown,Summer,Casual
42418,Girls,Apparel,Topwear,Tops,White,Summer,Casual
29929,Men,Accessories,Watches,Watches,Copper,Winter,Casual
46884,Boys,Footwear,Shoes,Casual Shoes,Black,Fall,Casual
19780,Women,Accessories,Bags,Handbags,Blue,Fall,Casual
12368,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal
34498,Women,Apparel,Topwear,Tops,Blue,Summer,Formal
30804,Men,Apparel,Topwear,Shirts,Rust,Summer,Ethnic
29115,Men,Accessories,Socks,Socks,White,Summer,Casual
10867,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual
37679,Unisex,Accessories,Bags,Backpacks,Blue,Summer,Casual
45259,Men,Accessories,Watches,Watches,Black,Winter,Casual
15529,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual
59606,Women,Apparel,Saree,Sarees,Pink,Fall,Ethnic
38631,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual
5890,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual
4942,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual
49494,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,Casual
26539,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual
35912,Women,Accessories,Bags,Handbags,Pink,Summer,Casual
54119,Women,Footwear,Shoes,Heels,Brown,Winter,Casual
18236,Men,Apparel,Topwear,Tshirts,White,Fall,Casual
2289,Women,Apparel,Topwear,Tshirts,Blue,Fall,Sports
9661,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual
23877,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports
29571,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,Casual
42840,Women,Accessories,Bags,Handbags,Black,Summer,Casual
22199,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual
54925,Men,Apparel,Bottomwear,Shorts,Cream,Summer,Casual
6629,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports
43992,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,Casual
8581,Men,Apparel,Topwear,Waistcoat,Black,Fall,Casual
9453,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal
17870,Men,Apparel,Innerwear,Briefs,Black,Summer,Casual
48774,Women,Accessories,Jewellery,Pendant,Silver,Summer,Casual
18004,Men,Apparel,Topwear,Tshirts,Blue,Summer,Sports
29743,Women,Accessories,Bags,Handbags,Green,Summer,Casual
3955,Women,Apparel,Topwear,Tops,Red,Summer,Casual
51659,Men,Accessories,Watches,Watches,Black,Winter,Casual
2887,Women,Footwear,Shoes,Heels,Beige,Winter,Casual
28691,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic
23279,Men,Accessories,Watches,Watches,Blue,Winter,Casual
18838,Men,Accessories,Belts,Belts,Black,Summer,Formal
44985,Women,Accessories,Watches,Watches,Black,Winter,Casual
10269,Women,Footwear,Shoes,Flats,Red,Winter,Casual
40519,Men,Accessories,Watches,Watches,Grey,Winter,Casual
38403,Women,Accessories,Belts,Belts,Brown,Summer,Casual
27044,Women,Accessories,Bags,Clutches,Black,Fall,Casual
18699,Men,Apparel,Innerwear,Briefs,Blue,Summer,Casual
13271,Women,Footwear,Shoes,Heels,Gold,Winter,Casual
43501,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,Casual
28830,Women,Apparel,Innerwear,Briefs,Grey,Summer,Casual
2626,Women,Footwear,Shoes,Flats,Red,Fall,Casual
31121,Girls,Apparel,Topwear,Tops,Black,Summer,Casual
55464,Women,Personal Care,Lips,Lipstick,Maroon,Spring,Casual
26196,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,Casual
27878,Women,Apparel,Topwear,Shirts,Blue,Summer,Casual
6286,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual
34453,Women,Footwear,Shoes,Flats,Black,Winter,Casual
22536,Men,Footwear,Shoes,Casual Shoes,Green,Spring,Casual
