id,gender,masterCategory,subCategory,articleType,baseColour,season,usage
14868,2,0,34,100,1,2,0
57333,4,1,15,9,9,3,0
41858,2,2,23,72,4,2,0
21181,2,2,9,30,45,2,0
52473,4,1,18,5,44,2,0
39942,2,2,26,15,25,2,0
36136,4,2,26,80,12,2,5
5631,3,2,9,30,45,2,0
44516,2,2,9,30,1,2,0
58149,4,0,14,14,31,2,0
20053,4,0,20,60,2,0,0
32596,4,1,33,90,30,2,0
25521,2,1,15,40,44,2,0
11714,4,1,33,75,2,2,0
57101,4,1,33,90,9,2,0
33444,4,0,2,37,4,2,0
58975,2,4,10,21,2,1,0
27276,4,1,33,48,0,0,1
6888,4,1,33,90,9,2,0
19579,4,1,33,90,12,2,0
12191,2,1,33,75,4,0,0
55656,4,2,26,38,4,3,0
31313,4,1,33,48,2,2,1
50324,4,1,33,48,30,2,1
47393,4,0,2,37,2,2,0
7166,2,1,33,75,33,0,0
46241,4,1,33,48,9,2,1
8912,2,2,26,80,44,0,5
22704,2,2,26,15,44,0,0
5255,3,0,2,2,2,3,0
37480,4,0,35,101,44,3,0
44172,4,4,10,67,13,1,0
14602,2,0,29,78,13,2,0
52017,4,1,18,63,1,2,0
25979,4,4,10,67,31,1,0
4387,2,1,33,96,13,2,0
33020,4,1,33,48,45,2,1
41400,4,1,33,96,25,2,0
25145,4,0,2,37,0,3,0
11370,4,1,33,87,12,0,0
55232,4,4,19,32,38,1,0
16969,2,2,23,72,1,0,0
43357,2,2,26,80,1,2,5
9498,2,1,33,75,31,0,2
13427,2,1,33,96,33,2,0
7502,4,1,4,13,1,2,5
19921,3,0,2,2,45,2,0
46625,4,4,10,21,31,1,0
51692,2,0,8,83,13,3,0
16155,2,2,26,31,4,0,2
29788,2,1,33,96,44,2,0
22360,2,1,33,75,2,0,0
17087,4,0,34,100,32,3,0
50740,2,2,26,31,1,3,2
34205,2,1,4,91,14,0,5
31545,2,1,33,96,32,2,0
3390,4,0,2,37,4,3,2
8778,2,1,33,75,1,0,0
27420,4,1,18,55,13,3,0
13615,2,1,15,40,13,2,0
43165,2,0,35,101,25,3,0
30497,4,1,15,9,31,2,0
2242,2,1,33,96,2,0,0
16367,2,1,33,75,2,0,2
22152,2,2,23,72,28,2,0
7730,2,2,23,72,1,0,0
46417,2,0,35,101,1,3,0
34037,0,1,33,75,2,2,0
28468,4,1,33,96,16,2,0
43959,2,2,23,72,13,2,0
50572,2,1,15,95,25,2,0
14430,4,2,26,15,1,2,0
5067,2,0,35,101,29,3,0
45292,4,0,35,101,37,3,0
36760,2,0,35,101,44,3,0
52225,4,0,16,66,37,2,0
33212,4,1,33,90,1,2,0
4989,4,1,4,76,12,2,0
11142,4,0,25,74,2,0,0
56685,4,1,24,73,1,0,1
39728,4,1,33,75,31,2,2
37474,2,0,35,101,44,3,0
44186,2,4,10,67,1,1,0
53131,4,2,26,38,11,3,0
21511,4,0,2,37,31,3,0
15724,2,2,26,80,13,0,5
4373,2,1,33,96,1,2,0
10256,2,1,33,75,12,0,0
57591,4,4,17,54,4,1,0
40526,2,0,35,101,44,3,0
32106,2,1,15,95,13,2,0
56443,4,4,21,61,4,1,0
11384,2,1,33,75,33,0,0
12501,2,1,33,96,12,0,0
26734,4,4,10,21,37,1,0
31783,4,1,33,90,32,2,0
49699,2,0,32,89,33,2,2
42271,3,2,26,15,44,2,0
30651,2,1,4,91,1,2,5
35323,4,0,16,25,37,3,1
51666,2,0,8,83,13,3,0
22394,4,1,4,91,1,0,0
23246,2,2,26,31,1,0,2
17073,4,0,3,6,4,3,0
18807,2,0,3,6,27,2,0
6424,2,2,9,30,25,2,0
3364,2,1,33,96,2,2,0
42043,2,2,26,15,1,2,0
12733,4,0,2,37,31,0,5
54126,4,2,26,38,3,3,0
18209,2,0,14,14,25,0,0
48579,2,0,16,10,39,2,0
23848,2,2,26,80,44,0,5
43191,4,0,35,101,44,3,0
30463,4,1,15,9,31,2,0
16393,2,1,33,75,1,0,0
51454,4,1,33,90,22,2,0
35111,2,0,34,100,4,2,0
47531,4,2,26,29,11,3,0
6616,2,1,33,75,31,2,0
50586,2,1,15,11,1,2,0
17241,2,1,33,96,31,0,0
53303,2,1,33,96,33,2,0
10858,2,1,33,96,44,0,0
37646,4,0,34,100,1,2,0
5093,2,1,33,96,1,2,0
45266,2,0,35,101,1,3,5
36794,2,0,35,101,44,3,0
4141,2,2,26,15,44,2,0
21723,4,2,26,38,0,3,0
15516,2,2,9,30,25,0,0
59639,4,1,24,73,12,0,1
10064,2,1,33,96,45,0,0
24251,2,2,26,15,1,2,0
25383,2,1,15,40,44,2,0
56671,2,0,35,101,44,3,0
32334,2,0,35,101,44,3,0
13285,2,1,4,76,1,0,0
54542,2,2,26,80,44,0,5
3700,4,1,33,96,32,2,0
42427,4,1,33,48,12,2,1
29916,2,0,35,101,1,3,0
55490,4,4,17,52,34,1,0
12357,2,1,33,75,2,0,2
26162,2,1,4,94,1,2,2
47155,2,0,34,100,4,2,0
6272,2,1,33,96,13,2,0
48921,4,0,16,68,37,0,0
17625,2,1,4,91,1,0,5
51030,4,1,15,9,32,2,0
35575,2,2,9,30,12,2,0
46087,4,2,26,15,37,2,0
45602,2,2,26,31,4,2,2
4525,2,2,26,80,44,2,5
21347,2,0,8,83,1,3,0
15172,2,1,33,96,4,0,0
53767,2,1,33,96,44,2,0
20295,2,1,33,96,2,0,0
37222,0,1,33,75,25,2,0
56215,4,0,16,25,11,3,0
10400,4,0,35,101,1,3,0
21175,2,2,26,80,44,0,5
15340,4,1,4,76,1,0,5
52487,4,1,15,12,31,3,0
4717,1,1,33,96,31,2,0
53555,2,1,15,8,22,2,0
38864,4,1,33,90,32,2,0
21949,4,0,2,37,32,3,0
32562,4,1,4,94,28,2,0
59853,4,4,27,27,44,1,0
56027,4,4,17,54,4,1,0
10632,2,2,26,15,4,3,0
24407,4,1,33,48,31,2,1
58981,4,4,10,21,2,1,0
40142,0,1,33,96,12,2,0
9008,4,0,2,37,22,3,0
30235,2,2,9,30,4,2,0
27282,4,1,33,48,2,0,1
12165,4,1,33,24,25,0,1
26350,4,0,35,101,44,3,0
3532,4,1,33,96,1,2,0
42615,4,0,16,44,11,3,0
9834,4,1,33,96,2,0,0
17417,2,0,35,101,1,3,0
47367,4,0,2,37,28,2,0
6040,2,1,33,96,13,2,0
12959,2,2,26,80,1,0,5
7192,4,1,4,42,4,0,0
51202,4,1,15,9,38,2,0
29318,3,0,2,2,1,2,0
34635,2,2,26,15,1,2,0
23682,2,2,26,15,1,2,0
9894,2,1,4,94,1,0,2
8946,2,1,4,94,0,0,0
22750,4,1,33,48,44,0,1
7132,4,1,33,96,12,0,0
46215,2,2,26,80,29,2,5
27222,4,1,4,13,31,2,0
30295,2,1,33,96,27,2,0
3592,2,2,26,15,2,2,0
25575,2,2,26,80,44,2,5
56087,4,4,17,52,31,1,0
11740,2,1,33,96,13,0,0
41030,2,0,35,101,37,3,0
58921,2,0,0,0,22,2,0
33410,4,0,34,100,32,2,0
10692,2,1,33,96,33,0,0
57155,4,1,33,90,31,2,0
52427,4,1,18,64,9,3,0
20007,2,1,33,96,44,0,0
57969,4,1,24,73,1,0,1
5665,2,2,9,30,13,2,0
39318,0,1,33,96,33,2,0
25747,2,0,3,6,1,3,0
11572,4,1,33,48,44,2,1
57367,4,1,15,11,30,2,0
24695,2,2,23,72,1,2,0
33622,4,0,34,100,1,2,0
36350,2,0,32,89,1,2,2
4585,3,0,2,2,1,3,0
37282,4,1,33,96,32,2,0
5457,2,1,4,91,25,2,5
44770,2,2,26,15,1,2,0
14000,2,1,33,41,2,0,5
20235,4,1,33,96,1,0,0
28058,2,1,15,11,14,2,0
48981,4,0,16,68,37,0,0
17685,4,2,26,38,22,3,0
7300,2,1,33,96,33,0,0
46027,4,0,16,66,11,3,0
16757,4,0,2,17,1,3,0
31949,2,2,26,80,44,2,5
51090,4,3,11,34,33,2,1
22562,4,0,2,37,40,3,0
43555,4,0,29,78,9,2,0
2672,4,0,2,37,33,3,1
27010,4,1,4,13,2,2,0
13225,2,1,33,87,2,0,0
55430,4,4,17,54,30,1,0
8348,0,1,33,96,4,0,0
31175,1,1,33,90,18,2,0
33246,2,1,33,75,16,1,2
41666,2,1,33,75,32,2,2
32394,4,1,33,75,16,2,2
25323,2,0,35,101,1,2,0
11116,2,1,33,75,13,0,2
21783,2,0,3,6,1,0,0
59699,4,1,15,9,1,2,0
36734,4,1,33,96,44,2,0
55868,4,4,21,61,31,1,0
7764,2,1,33,96,1,0,0
46443,2,0,35,101,2,3,0
16333,2,1,33,75,1,0,2
50526,2,1,15,11,13,3,0
47591,4,2,26,38,1,3,0
34063,1,1,6,22,31,2,0
12793,4,1,33,96,19,0,0
43131,2,4,10,67,1,1,0
2216,4,0,29,78,0,0,5
27474,4,1,15,9,31,3,0
13641,4,2,26,38,25,3,0
54186,2,1,15,11,28,2,0
16101,4,0,8,83,4,3,0
22334,2,1,33,96,33,0,0
19975,2,1,33,96,33,0,0
35383,0,2,26,15,6,2,0
7556,2,1,33,96,2,2,5
46671,2,4,10,67,2,1,0
34251,2,1,4,76,25,2,5
6484,2,1,33,96,1,2,0
50714,0,1,33,96,44,2,0
31723,4,0,16,66,11,3,1
49639,4,1,33,90,12,2,0
55266,4,4,19,46,4,1,0
19149,2,1,33,96,44,2,0
26794,2,1,33,75,13,2,2
27646,2,1,33,96,1,2,0
13473,4,2,26,29,44,3,0
43303,4,1,6,22,1,2,0
2024,2,1,33,96,33,0,0
33074,2,1,33,96,12,2,0
40586,4,1,33,48,44,2,1
57531,2,2,26,15,23,0,0
25111,4,0,3,6,0,3,0
11324,2,1,4,94,1,0,4
41454,2,2,26,15,44,0,0
14656,2,1,33,96,44,0,0
33848,2,2,26,15,4,2,0
20463,4,0,2,59,1,3,0
5201,2,1,33,96,2,2,0
44126,2,4,10,67,39,1,0
36506,4,0,2,37,1,2,0
15784,2,1,15,11,4,2,0
10030,4,1,33,96,1,0,5
40740,3,2,9,30,33,2,0
41692,4,2,26,38,11,3,0
32360,2,0,35,101,1,3,0
39788,2,1,33,75,32,2,2
4929,4,1,4,77,2,2,0
14490,2,2,26,15,13,0,0
15542,4,2,26,38,22,3,0
45232,2,0,35,101,25,3,0
7790,2,1,33,96,28,0,0
35145,4,0,2,17,33,2,0
51400,2,1,33,75,45,2,2
17215,4,0,8,83,32,3,0
47565,4,2,26,29,1,3,0
6642,2,2,26,80,44,2,5
34097,0,1,33,96,12,2,0
26552,2,2,26,15,1,2,0
3330,2,1,33,96,33,2,5
42017,2,2,26,80,44,2,5
27480,4,1,15,9,1,3,0
54172,4,0,16,62,11,0,0
51632,4,0,35,101,11,3,0
29728,4,0,2,37,30,2,0
19981,2,1,33,96,44,2,0
6470,2,2,26,15,4,2,0
23212,4,1,33,49,1,0,1
17027,2,2,9,30,25,1,0
3102,2,1,33,96,13,2,0
42225,4,1,33,90,2,2,0
55292,4,4,17,52,31,1,0
54340,2,0,29,78,44,2,0
13487,2,1,33,75,2,0,0
30605,2,1,4,91,13,2,0
9438,3,0,2,2,1,0,0
33080,2,1,33,96,44,2,0
38468,4,0,34,100,12,2,0
40572,4,1,33,48,2,2,1
10202,4,0,2,37,12,3,0
24037,2,1,33,96,0,0,0
56417,4,1,15,9,2,2,0
20497,4,0,34,100,0,3,0
45000,2,0,35,101,13,3,0
4327,3,1,33,96,2,2,0
21545,4,0,2,37,19,3,0
15770,2,1,15,11,13,2,0
47333,4,0,34,100,0,2,0
6014,2,1,33,75,1,2,0
23676,2,2,23,72,1,2,0
17443,3,0,35,101,1,3,0
9860,2,1,33,96,12,0,0
51256,2,0,3,6,4,2,2
35713,2,2,26,80,33,2,5
54724,4,1,1,47,1,0,1
43793,4,0,16,25,11,2,1
30261,2,2,26,31,4,3,2
3566,2,2,26,80,44,2,5
42641,4,1,33,48,2,2,1
12131,4,1,33,48,32,0,1
56073,4,4,17,53,4,1,0
32536,2,4,10,33,1,1,0
37878,3,0,29,78,32,2,0
24453,2,2,26,80,2,2,5
4743,4,2,26,15,33,2,0
21121,2,1,33,75,25,0,0
15314,2,2,26,80,44,0,5
38830,4,1,6,22,25,2,0
5691,2,2,26,15,44,3,0
11586,4,1,33,48,0,2,1
56241,2,1,18,63,25,2,0
57393,4,1,15,11,22,3,0
10454,2,1,33,96,45,0,0
24661,2,0,29,78,1,0,0
21313,4,0,8,83,1,3,0
45656,2,1,15,95,1,2,0
4571,4,2,26,80,32,3,5
44784,2,2,26,80,44,2,0
48975,4,0,16,68,37,0,0
17671,4,2,26,38,0,3,0
47101,0,2,23,72,45,0,0
6226,2,1,33,96,31,2,0
35521,2,2,9,30,2,3,0
22596,2,1,33,96,33,0,5
28890,4,1,15,11,31,2,0
48149,4,0,34,100,1,3,0
30053,4,0,35,101,1,3,0
2686,4,1,33,96,1,2,0
18639,2,1,33,96,25,0,5
54516,2,2,26,80,44,0,5
12303,2,1,33,75,33,0,2
26136,2,1,4,94,1,2,2
31181,2,1,33,96,2,2,0
3754,2,1,33,96,2,2,0
29942,2,0,35,101,1,3,0
44925,2,1,4,94,4,2,0
32199,2,1,33,48,0,2,1
52840,4,0,16,25,33,2,0
39571,4,2,26,38,1,3,0
14669,2,1,33,75,2,0,0
33877,2,0,35,101,1,3,0
58546,4,0,8,83,4,3,0
25912,4,1,4,51,9,2,0
7569,2,1,33,96,2,2,5
18898,4,1,33,75,44,0,0
2827,2,2,26,31,1,3,2
28631,2,1,4,91,25,2,5
49606,4,2,26,38,37,3,0
8521,3,0,2,23,1,2,0
16902,2,1,33,96,33,0,0
55259,4,4,19,46,4,1,0
19176,2,1,33,75,1,0,0
27679,4,0,2,37,4,3,0
55857,4,4,21,61,33,1,0
22139,2,2,26,31,1,2,2
50519,2,1,15,40,6,2,0
43932,4,2,26,38,2,3,0
28403,4,0,8,83,4,3,0
54985,4,1,18,55,2,2,0
6689,3,0,29,78,44,2,0
26599,2,2,26,80,2,2,5
19344,2,0,34,100,1,0,2
22905,2,1,4,94,6,2,2
49434,3,2,26,15,2,0,0
8713,3,0,8,83,4,3,0
2229,2,1,33,96,44,0,5
34860,2,2,26,15,1,2,0
18296,4,1,33,48,31,0,1
5830,2,1,33,96,44,2,0
33279,3,1,4,42,2,2,0
38691,4,0,2,37,32,2,0
39743,1,1,33,90,44,2,0
11129,2,1,4,91,2,0,5
11915,2,2,23,72,4,2,0
28067,2,1,15,95,2,2,0
34438,4,1,33,96,44,2,0
27813,2,0,3,6,4,2,2
46018,4,1,33,48,12,2,1
16768,4,0,2,37,1,3,0
31976,4,2,26,80,13,2,5
50941,2,1,15,40,33,2,0
30098,2,1,4,42,1,3,0
48182,4,0,2,37,33,3,0
46824,4,2,26,38,2,3,0
19720,2,1,33,75,1,0,0
49050,4,0,16,68,37,2,0
8377,2,0,2,2,25,3,0
51893,4,0,34,100,33,2,0
39327,1,1,4,51,12,2,0
25778,2,1,33,85,2,2,2
57358,4,1,15,9,32,3,0
14803,4,0,2,37,1,2,0
5468,2,2,26,80,44,2,5
58310,2,0,29,78,1,2,5
20804,2,2,26,80,44,0,5
24498,4,1,33,48,4,0,1
56884,4,2,26,38,1,3,0
4788,2,1,33,96,44,2,5
52418,4,1,18,64,27,3,0
41833,2,2,26,15,2,0,0
20038,4,1,4,81,0,0,0
57956,4,1,24,73,12,0,1
13814,2,1,33,96,2,0,0
28255,2,4,10,21,25,1,0
8979,2,2,26,80,1,0,5
13028,4,2,26,38,1,3,0
9097,3,2,26,15,12,0,0
8145,4,0,35,101,31,3,0
7931,2,1,4,91,13,0,5
50189,4,0,2,37,45,2,0
30850,4,1,33,48,22,2,1
28093,2,1,15,11,1,2,0
6219,2,1,33,96,44,2,0
26935,4,1,6,22,1,2,0
49898,3,0,35,101,44,3,0
9251,2,1,33,75,12,0,2
18606,2,0,3,6,4,0,2
54529,2,2,26,15,1,0,0
51867,4,1,15,9,1,2,0
8383,1,1,33,96,2,0,0
15925,3,0,2,2,1,0,0
38201,2,0,8,83,11,3,0
59236,2,0,35,101,37,3,0
15119,2,1,4,94,13,0,2
45669,2,4,10,67,44,1,0
37249,2,2,26,15,4,2,0
1800,3,0,2,2,1,2,5
36995,4,0,2,37,33,2,0
59838,2,1,33,75,25,2,0
32509,2,2,26,31,1,2,2
21922,4,1,1,47,32,0,1
40129,0,1,33,75,25,2,0
38033,2,0,35,101,1,3,0
37847,2,0,34,100,1,2,0
56870,4,2,26,15,4,3,0
59004,2,4,10,21,13,1,0
44589,2,0,3,6,1,2,2
23649,2,1,33,96,44,2,0
51269,1,0,35,101,31,3,0
12932,2,1,33,96,31,0,0
6817,2,2,9,30,2,2,0
18434,4,3,11,50,32,2,0
9063,2,1,33,75,31,0,2
48344,4,0,16,62,37,0,0
3559,2,2,26,15,4,3,0
38457,4,0,2,37,25,2,0
56428,4,4,7,26,31,1,0
45803,4,2,26,38,37,0,0
39585,4,2,26,38,1,3,0
33883,2,0,35,101,1,3,0
24834,3,0,0,93,1,3,0
4318,2,1,33,96,29,2,0
32951,2,2,26,15,4,2,0
52088,4,1,33,96,13,2,0
59460,4,0,16,68,37,2,0
3901,1,1,4,77,2,2,0
17018,4,2,26,29,45,3,0
19182,2,1,33,75,19,0,0
18050,4,0,34,100,4,3,0
17824,3,2,23,72,1,0,0
9407,2,2,26,80,44,0,5
48720,4,0,16,25,37,2,0
46488,2,0,35,101,1,3,0
42814,4,1,15,11,13,2,0
29525,4,0,35,101,1,3,0
54971,4,1,6,22,13,2,0
12758,2,1,4,42,2,0,0
42028,4,2,26,80,44,0,5
9635,2,1,33,75,44,0,2
23823,2,2,9,30,2,2,0
48512,4,1,33,90,13,2,0
18262,4,1,33,48,4,0,1
38665,2,2,26,80,1,2,5
4916,4,1,33,90,44,2,0
10833,2,1,33,96,33,0,0
53368,3,0,2,2,1,2,0
59652,4,1,24,73,32,0,1
21748,3,2,26,15,1,0,0
11581,4,1,33,48,45,2,1
40323,2,2,26,80,44,2,5
38239,2,0,8,83,4,3,0
24666,2,2,26,15,1,2,0
10453,2,1,33,96,45,0,0
4576,2,2,26,80,13,2,5
45651,2,1,15,95,14,2,0
15121,2,1,4,94,6,0,2
21314,4,0,8,83,32,3,0
53734,2,2,26,15,13,2,0
44783,2,2,26,80,44,2,5
47106,0,2,9,30,45,3,0
17676,4,2,26,38,1,3,0
30868,4,1,33,48,27,2,1
48972,4,0,16,68,37,2,0
22591,2,1,33,87,13,0,0
54511,4,0,2,37,13,2,0
30054,2,0,35,101,44,3,0
2681,2,1,33,96,1,2,0
9269,2,1,33,75,19,0,0
28897,4,1,15,11,32,2,0
29945,2,0,35,101,1,3,0
31186,2,0,0,0,1,2,0
3753,2,1,33,96,1,2,0
12304,2,1,33,75,33,0,2
17444,2,0,35,101,37,3,0
9867,2,1,33,96,1,0,0
28299,2,0,8,83,21,3,0
23671,2,1,33,96,44,0,0
6013,2,1,33,75,44,2,0
47334,4,0,2,37,28,0,0
35714,4,2,26,80,13,2,5
30266,2,0,8,83,1,2,0
43794,4,0,16,25,12,2,1
54723,4,1,1,47,18,2,1
26303,2,1,33,96,2,2,0
12136,4,1,33,48,1,0,1
42646,4,1,33,48,9,2,1
3561,2,2,26,15,1,3,0
8189,2,1,33,75,2,2,0
32531,2,4,10,21,1,1,0
56074,4,4,17,53,4,1,0
24454,2,2,26,15,44,2,0
10661,4,1,4,76,2,0,0
40111,3,0,14,14,1,1,0
15313,2,2,26,80,44,0,5
21126,4,1,33,75,44,0,0
4744,2,1,33,96,25,2,5
5696,2,2,26,15,4,3,0
53506,4,1,15,9,1,3,0
38837,4,1,6,22,31,0,0
46682,2,4,10,67,37,1,0
51635,4,0,35,101,44,3,0
3939,4,1,33,96,32,2,0
17020,4,2,26,29,40,3,0
23215,4,1,33,48,1,0,1
6477,2,1,33,41,44,2,0
18854,2,1,33,96,44,0,0
55295,4,4,17,52,31,1,0
42222,4,1,33,97,13,2,0
3105,2,1,33,96,31,2,0
30602,0,1,4,76,1,2,5
48718,4,0,16,25,37,2,0
13480,4,2,26,29,1,1,0
10205,4,0,2,37,4,3,0
40575,4,1,33,48,44,2,1
33087,4,2,26,38,4,3,0
56410,2,2,26,15,4,2,0
20490,4,0,2,37,4,3,0
59458,4,0,16,68,37,2,0
15777,2,1,15,11,33,2,0
32969,2,1,33,96,2,2,0
4320,3,1,33,96,29,2,0
45007,2,0,35,101,1,3,0
40747,4,0,14,14,0,3,0
24202,2,1,4,42,2,2,0
10037,2,2,26,80,37,0,5
56622,4,4,27,27,44,1,0
32367,2,0,35,101,1,3,0
41695,2,1,4,76,25,2,0
14497,2,2,26,15,12,0,0
4112,2,2,23,72,12,2,0
45235,2,0,35,101,1,3,0
15545,4,2,26,38,1,3,0
21770,2,0,3,6,1,0,0
51407,2,1,33,75,2,2,2
7797,2,2,26,15,1,0,0
35142,4,0,2,37,1,2,0
6645,4,2,26,80,13,2,5
34090,2,2,26,15,25,0,0
54949,2,1,33,87,14,2,0
47562,4,2,26,38,44,3,0
17212,2,0,8,83,1,3,0
23027,2,1,33,75,2,0,2
42010,2,2,23,72,4,2,0
3337,2,1,33,96,1,2,0
26555,2,2,26,15,1,0,0
19388,2,1,33,96,12,2,5
12760,4,1,4,42,2,2,0
54175,4,0,16,62,11,0,0
27487,4,1,15,11,2,3,0
46676,4,4,10,67,31,1,0
35384,0,2,26,15,1,2,0
7551,2,1,33,96,44,2,5
16106,4,0,8,83,4,3,0
50713,0,1,33,96,45,2,0
28609,2,0,14,14,13,2,0
34256,2,1,4,92,1,2,5
6483,2,2,26,31,1,3,2
26793,2,1,33,75,16,2,2
55261,4,4,19,46,28,1,0
8519,4,0,2,37,31,2,0
31724,4,0,16,66,37,3,1
2023,2,1,33,96,13,0,5
43304,4,1,33,75,44,2,0
13474,4,2,26,29,11,0,0
57536,2,0,3,6,1,2,0
40581,4,1,33,48,1,2,1
33073,2,1,33,96,12,2,0
39549,4,0,2,37,12,2,0
52878,4,1,24,73,33,2,1
41453,2,2,26,15,44,0,0
11323,2,1,4,42,2,0,0
25116,4,0,2,17,37,3,0
20464,4,0,34,100,32,3,0
14651,2,1,33,96,12,0,0
15783,2,1,15,11,4,2,0
36501,4,1,33,48,44,2,1
33241,2,1,33,75,2,2,2
5808,4,1,33,90,25,2,0
11111,2,1,33,75,44,0,2
25324,2,0,35,101,1,3,0
32393,4,1,33,75,2,2,2
41661,2,1,33,75,2,2,2
44313,2,1,4,94,0,2,0
36733,4,1,33,96,44,2,0
22101,2,2,26,15,13,0,0
16334,2,1,33,75,30,0,2
46444,2,0,35,101,1,3,0
7763,2,1,33,96,2,0,0
34064,1,1,6,22,2,2,0
47596,4,2,26,38,44,3,0
50521,2,1,15,40,33,2,0
12794,4,1,33,96,31,0,0
13646,2,2,26,15,0,0,0
34858,2,2,26,15,13,2,0
27473,4,1,15,9,0,3,0
2211,2,2,23,72,25,0,0
11575,4,1,33,48,44,2,1
25740,2,0,34,100,1,0,0
33625,4,0,34,100,12,2,0
24692,2,1,4,42,1,0,0
57360,4,1,15,9,1,3,0
36357,2,0,32,89,25,2,2
4582,3,0,2,2,29,3,0
20232,4,1,33,86,2,0,0
14007,2,1,33,96,44,0,0
58328,2,2,9,30,2,2,0
44777,2,2,26,15,13,2,0
37285,4,1,33,96,2,2,0
5450,2,1,4,76,2,2,5
34400,2,1,33,96,1,2,0
50145,4,2,26,38,1,3,0
17682,4,2,26,15,2,3,0
22565,4,0,2,37,32,3,0
16750,4,0,2,17,0,3,0
46020,4,1,33,49,29,2,1
7307,4,1,33,90,44,2,0
13222,2,1,4,76,2,0,0
27017,4,1,4,42,2,2,0
2675,2,1,33,96,1,2,0
50979,4,1,15,9,30,2,0
43552,3,0,14,14,2,2,0
28863,2,1,33,96,13,2,0
49068,4,0,2,37,29,2,0
31172,1,1,33,90,30,2,0
55437,4,4,17,54,30,1,0
19718,2,1,33,75,2,0,0
50377,2,2,26,15,4,2,0
23685,3,0,34,100,4,0,0
34632,2,2,26,80,13,2,5
46212,4,0,16,3,45,3,0
7135,4,1,33,96,44,0,0
22757,4,1,33,48,2,0,1
8941,2,1,33,75,2,0,0
30292,2,1,33,96,27,2,0
48388,2,1,4,42,2,2,0
43760,4,0,16,25,11,2,1
27225,1,1,6,22,31,2,0
7909,2,1,33,96,25,0,0
3595,2,2,26,15,33,2,0
31340,2,1,4,42,2,2,0
56080,4,4,17,52,33,1,0
25572,2,2,26,80,37,2,5
57152,4,1,33,96,36,2,0
33417,4,0,34,100,4,2,0
58926,4,0,2,37,22,2,0
52420,4,1,18,64,9,3,0
44545,2,2,23,72,4,2,0
5662,2,1,33,96,29,2,0
20000,2,1,33,96,44,2,0
51438,4,1,33,90,27,2,0
29522,4,0,35,101,37,3,0
42813,4,1,15,11,25,2,0
54976,4,1,6,22,31,2,0
3308,2,2,26,80,44,1,5
55098,4,4,27,27,9,1,0
35941,4,1,4,13,6,2,0
18265,4,1,33,48,31,0,1
48515,4,1,33,90,29,2,0
23824,2,2,9,30,1,2,0
9632,2,1,33,75,1,0,0
38662,2,2,26,80,2,2,5
40778,2,2,9,30,1,2,0
10008,2,1,33,96,25,0,5
4911,4,1,33,90,31,2,0
32358,2,0,35,101,44,3,0
10834,2,1,33,96,13,0,0
59655,4,1,24,73,12,0,1
38450,4,0,2,37,32,2,0
53961,4,0,2,37,13,2,0
39582,4,2,26,38,4,3,0
45804,4,2,26,38,1,2,0
37418,4,0,2,37,22,2,0
24833,3,0,2,2,33,3,0
33884,2,0,35,101,1,3,0
59467,4,0,16,68,37,2,0
15748,2,1,4,94,1,0,0
45038,2,0,35,101,1,3,0
3906,4,1,4,91,1,2,0
6448,2,2,26,15,4,2,0
19185,2,1,33,75,2,0,0
17823,2,2,26,15,44,0,0
9400,2,2,26,80,1,0,5
18057,4,0,34,100,32,3,0
21925,4,1,33,48,2,0,1
36992,4,0,2,37,13,2,0
57199,4,1,33,97,33,2,0
38034,2,0,35,101,1,3,0
21119,2,1,33,86,1,0,0
59003,2,4,10,21,2,1,0
56877,4,2,26,38,11,3,0
53539,4,1,15,11,19,3,0
38808,2,1,33,96,2,2,0
9858,2,1,33,96,2,0,0
12935,2,1,33,96,2,0,0
48343,4,0,16,62,11,0,0
30259,2,2,26,15,25,3,0
9064,2,1,33,75,2,0,2
6810,2,2,26,15,4,0,0
18433,3,0,2,2,4,0,0
12109,4,1,33,49,44,0,1
42679,4,1,33,48,0,2,1
47139,4,0,2,37,31,2,0
28094,2,1,15,11,6,2,0
17649,3,2,9,30,12,2,0
30857,4,1,33,48,33,2,1
31985,2,2,26,15,15,2,0
26932,4,1,33,90,27,2,0
18601,2,2,23,72,1,0,5
48171,4,0,34,100,32,3,0
9256,2,1,33,75,2,0,2
51860,2,1,33,75,25,0,0
8384,1,1,33,96,29,0,0
56279,4,1,15,9,44,3,0
15922,3,0,2,2,4,0,0
38206,4,0,8,83,11,3,0
24659,2,0,29,78,1,0,0
4549,2,2,26,80,44,2,5
59231,2,0,35,101,44,3,0
1807,2,1,33,96,33,0,0
41008,1,1,4,42,25,2,0
11778,2,1,33,96,13,0,0
33428,4,0,2,37,32,2,0
58919,2,0,32,89,32,2,0
41834,2,2,26,15,1,1,0
56883,4,2,26,38,37,3,0
37088,4,0,2,37,0,2,0
28252,2,4,10,21,4,1,0
50348,4,1,33,48,2,2,1
13813,2,1,33,96,25,0,0
22768,4,1,33,48,13,2,1
2478,2,1,33,96,12,0,0
9090,2,2,26,15,1,3,0
19515,2,1,33,86,2,0,0
7936,2,1,33,96,44,0,5
8142,4,0,35,101,1,3,0
27814,2,0,3,6,1,2,2
28060,2,1,15,11,25,2,0
31971,2,2,26,80,25,2,5
27028,4,1,4,13,2,2,0
48185,4,0,2,37,0,3,0
